,as_of_year,respondent_id,agency_name,agency_abbr,agency_code,loan_type_name,loan_type,property_type_name,property_type,loan_purpose_name,loan_purpose,owner_occupancy_name,owner_occupancy,loan_amount_000s,preapproval_name,preapproval,action_taken_name,action_taken,msamd_name,msamd,state_name,state_abbr,state_code,county_name,county_code,census_tract_number,applicant_ethnicity_name,applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_ethnicity,applicant_race_name_1,applicant_race_1,applicant_race_name_2,applicant_race_2,applicant_race_name_3,applicant_race_3,applicant_race_name_4,applicant_race_4,applicant_race_name_5,applicant_race_5,co_applicant_race_name_1,co_applicant_race_1,co_applicant_race_name_2,co_applicant_race_2,co_applicant_race_name_3,co_applicant_race_3,co_applicant_race_name_4,co_applicant_race_4,co_applicant_race_name_5,co_applicant_race_5,applicant_sex_name,applicant_sex,co_applicant_sex_name,co_applicant_sex,applicant_income_000s,purchaser_type_name,purchaser_type,denial_reason_name_1,denial_reason_1,denial_reason_name_2,denial_reason_2,denial_reason_name_3,denial_reason_3,rate_spread,hoepa_status_name,hoepa_status,lien_status_name,lien_status,edit_status_name,edit_status,sequence_number,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,application_date_indicator,overall_approval_rate
467,2017,0000476810,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Not owner-occupied as a principal dwelling,2,183.0,Not applicable,3,Application withdrawn by applicant,4,"Kansas City - MO, KS",28140.0,Kansas,KS,20.0,Johnson County,91.0,523.03,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,38.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7871.0,36.209999084472656,74600.0,118.41000366210938,1522.0,2121.0,,0.7940541042938857
468,2017,20-8745846,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,206.0,Not applicable,3,Loan originated,1,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Osceola County,97.0,429.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,56.0,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,17107.0,70.05000305175781,58400.0,73.94000244140625,2546.0,4722.0,,0.7940541042938857
469,2017,0000708384,Office of the Comptroller of the Currency,OCC,1,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,438.0,Not applicable,3,Loan originated,1,"Kahului, Wailuku, Lahaina - HI",27980.0,Hawaii,HI,15.0,Maui County,9.0,307.1,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,237.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,2102.0,30.350000381469727,74100.0,92.79000091552734,634.0,677.0,,0.7940541042938857
470,2017,11-3217224,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,488.0,Not applicable,3,Application withdrawn by applicant,4,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Queens County,81.0,459.0,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,74.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3923.0,97.3499984741211,73700.0,74.80000305175781,331.0,1143.0,,0.7940541042938857
471,2017,84-1040263,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,493.0,Preapproval was not requested,2,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Denver County,31.0,43.04,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,122.0,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5908.0,20.530000686645508,83900.0,129.91000366210938,1850.0,2635.0,,0.7940541042938857
472,2017,33-0419992,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,200.0,Preapproval was not requested,2,Application approved but not accepted,2,"Sacramento, Roseville, Arden-Arcade - CA",40900.0,California,CA,6.0,Sacramento County,67.0,58.01,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,67.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5356.0,23.100000381469727,75200.0,126.69000244140624,1711.0,2102.0,,0.7940541042938857
473,2017,38-2750395,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,189.0,Not applicable,3,File closed for incompleteness,5,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,435.08,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,197.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,6721.0,50.709999084472656,63200.0,88.66000366210938,1585.0,2502.0,,0.7940541042938857
474,2017,22-3039688,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,77.0,Not applicable,3,File closed for incompleteness,5,,,Michigan,MI,26.0,Alpena County,7.0,1.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,19.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4555.0,3.2100000381469727,55800.0,90.19000244140624,1702.0,2982.0,,0.7940541042938857
475,2017,7505400005,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,337.0,Not applicable,3,Application denied by financial institution,3,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Elbert County,39.0,9612.06,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,80.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3457.0,9.920000076293944,83900.0,127.26000213623048,1215.0,1296.0,,0.7940541042938857
476,2017,27-4023565,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,149.0,Not applicable,3,Application withdrawn by applicant,4,Philadelphia - PA,37964.0,Pennsylvania,PA,42.0,Philadelphia County,101.0,54.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1303.0,85.26000213623047,57400.0,133.85000610351562,221.0,394.0,,0.7940541042938857
477,2017,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,101.0,Not applicable,3,Loan purchased by the institution,6,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Charles County,183.0,3111.47,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,63.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,4274.0,11.140000343322754,74300.0,120.80999755859376,1461.0,1633.0,,0.7940541042938857
478,2017,0000066835,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,160.0,Preapproval was requested,1,Loan originated,1,Dayton - OH,19380.0,Ohio,OH,39.0,Greene County,57.0,2104.02,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,65.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5173.0,11.0,63600.0,144.9600067138672,1666.0,1886.0,,0.7940541042938857
479,2017,0004186591,Consumer Financial Protection Bureau,CFPB,9,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,520.0,Not applicable,3,Loan purchased by the institution,6,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,Queens County,81.0,616.02,Not applicable,4,Not applicable,4,Not applicable,7,,,,,,,,,Not applicable,7,,,,,,,,,Not applicable,4,Not applicable,4,,Ginnie Mae (GNMA),2,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,1275.0,97.8000030517578,73700.0,130.99000549316406,344.0,395.0,,0.7940541042938857
480,2017,0000012311,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,123.0,Not applicable,3,Application denied by financial institution,3,,,Michigan,MI,26.0,Alpena County,7.0,1.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,56.0,Loan was not originated or was not sold in calendar year covered by register,0,Collateral,4.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4555.0,3.2100000381469727,55800.0,90.19000244140624,1702.0,2982.0,,0.7940541042938857
481,2017,68-0309242,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,271.0,Not applicable,3,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,427.33,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,69.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5344.0,47.36000061035156,63200.0,130.5,1324.0,1826.0,,0.7940541042938857
482,2017,84-1040263,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,205.0,Preapproval was not requested,2,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Jefferson County,59.0,110.0,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,White,5,,,,,,,,,Asian,2,,,,,,,,,Male,1,Female,2,,Other type of purchaser,9,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5877.0,31.190000534057617,83900.0,82.69999694824219,1084.0,1668.0,,0.7940541042938857
483,2017,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,100.0,Not applicable,3,Loan originated,1,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Orange County,95.0,168.06,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,63.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,12122.0,76.83000183105469,58400.0,91.75,2696.0,4030.0,,0.7940541042938857
484,2017,7516800003,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,121.0,Not applicable,3,Application approved but not accepted,2,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2108.04,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,56.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,9786.0,87.36000061035156,74300.0,100.75,2517.0,3325.0,,0.7940541042938857
485,2017,0000017937,Federal Deposit Insurance Corporation,FDIC,3,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Not owner-occupied as a principal dwelling,2,80.0,Not applicable,3,Application denied by financial institution,3,,,Kentucky,KY,21.0,Simpson County,213.0,9703.0,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,39.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4876.0,21.290000915527344,47800.0,124.01000213623048,1188.0,2012.0,,0.7940541042938857
486,2017,0000027237,Federal Deposit Insurance Corporation,FDIC,3,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,75.0,Preapproval was not requested,2,Application withdrawn by applicant,4,"St. Louis - MO, IL",41180.0,Missouri,MO,29.0,St. Louis County,189.0,2109.24,Not Hispanic or Latino,2,No co-applicant,5,Black or African American,3,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,26.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4927.0,65.9000015258789,74300.0,88.6500015258789,1145.0,1543.0,,0.7940541042938857
487,2017,0000480228,Consumer Financial Protection Bureau,CFPB,9,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,274.0,Not applicable,3,Loan purchased by the institution,6,"Miami, Miami Beach, Kendall - FL",33124.0,Florida,FL,12.0,Miami-Dade County,86.0,143.0,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Male,1,Female,2,16.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,3711.0,94.63999938964844,51800.0,145.41000366210938,863.0,975.0,,0.7940541042938857
488,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,220.0,Preapproval was not requested,2,Application denied by financial institution,3,Jacksonville - FL,27260.0,Florida,FL,12.0,St. Johns County,109.0,206.02,Not Hispanic or Latino,2,Not Hispanic or Latino,2,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,130.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit application incomplete,7.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,13466.0,10.369999885559082,64300.0,139.00999450683594,3567.0,4547.0,,0.7940541042938857
489,2017,01-0726495,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,233.0,Preapproval was not requested,2,Loan originated,1,"Riverside, San Bernardino, Ontario - CA",40140.0,California,CA,6.0,Riverside County,65.0,425.16,Hispanic or Latino,1,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,52.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4250.0,93.44000244140624,63200.0,66.41000366210938,436.0,875.0,,0.7940541042938857
490,2017,0000675332,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,9.0,Not applicable,3,Loan originated,1,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,306.01,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,118.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,3788.0,46.619998931884766,77500.0,68.01000213623047,828.0,106.0,,0.7940541042938857
491,2017,6443809990,Department of Housing and Urban Development,HUD,7,VA-guaranteed,3,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,179.0,Not applicable,3,Application withdrawn by applicant,4,"Orlando, Kissimmee, Sanford - FL",36740.0,Florida,FL,12.0,Orange County,95.0,123.03,Not Hispanic or Latino,2,Not Hispanic or Latino,2,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,Male,1,Female,2,,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,7596.0,87.51000213623047,58400.0,102.41999816894533,1893.0,2369.0,,0.7940541042938857
492,2017,0000546571,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,100.0,Not applicable,3,Loan originated,1,"New York, Jersey City, White Plains - NY, NJ",35614.0,New York,NY,36.0,New York County,61.0,146.02,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,276.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a subordinate lien,2,,,,7748.0,16.329999923706055,73700.0,291.7699890136719,1232.0,78.0,,0.7940541042938857
493,2017,26-4599244,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,238.0,Not applicable,3,Application withdrawn by applicant,4,Colorado Springs - CO,17820.0,Colorado,CO,8.0,El Paso County,41.0,33.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,55.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5673.0,38.59999847412109,73500.0,79.22000122070312,1159.0,1734.0,,0.7940541042938857
494,2017,0000023279,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,5.0,Not applicable,3,Application denied by financial institution,3,"Grand Rapids, Wyoming - MI",24340.0,Michigan,MI,26.0,Kent County,81.0,135.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,27.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,4577.0,48.790000915527344,67000.0,56.709999084472656,929.0,1395.0,,0.7940541042938857
495,2017,0000817824,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,59.0,Not applicable,3,Loan originated,1,"Baltimore, Columbia, Towson - MD",12580.0,Maryland,MD,24.0,Baltimore city,510.0,1308.06,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,1435.0,32.81999969482422,91100.0,82.30000305175781,276.0,487.0,,0.7940541042938857
496,2017,0000063958,National Credit Union Administration,NCUA,5,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Refinancing,3,Owner-occupied as a principal dwelling,1,268.0,Not applicable,3,Application denied by financial institution,3,"Oakland, Hayward, Berkeley - CA",36084.0,California,CA,6.0,Alameda County,1.0,4096.0,Hispanic or Latino,1,Hispanic or Latino,1,White,5,,,,,,,,,White,5,,,,,,,,,Female,2,Male,1,81.0,Loan was not originated or was not sold in calendar year covered by register,0,Other,9.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5190.0,97.08999633789062,97400.0,37.650001525878906,501.0,1482.0,,0.7940541042938857
497,2017,04-2992161,Department of Housing and Urban Development,HUD,7,FHA-insured,2,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,342.0,Not applicable,3,Loan originated,1,"Hilton Head Island, Bluffton, Beaufort - SC",25940.0,South Carolina,SC,45.0,Beaufort County,13.0,21.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,146.0,"Life insurance company, credit union, mortgage bank, or finance company",7,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,3692.0,25.950000762939453,67600.0,114.2699966430664,1098.0,1554.0,,0.7940541042938857
498,2017,7197000003,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,138.0,Preapproval was not requested,2,Application denied by financial institution,3,"Chicago, Naperville, Arlington Heights - IL",16974.0,Illinois,IL,17.0,Cook County,31.0,314.0,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,108.0,Loan was not originated or was not sold in calendar year covered by register,0,Debt-to-income ratio,1.0,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5114.0,31.57999992370605,77500.0,151.24000549316406,1761.0,297.0,,0.7940541042938857
499,2017,0000852218,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,117.0,Not applicable,3,Loan originated,1,"Dutchess County, Putnam County - NY",20524.0,New York,NY,36.0,Dutchess County,27.0,400.03,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,57.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,4031.0,33.38999938964844,97100.0,78.47000122070312,971.0,1530.0,,0.7940541042938857
500,2017,0000675332,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home improvement,2,Owner-occupied as a principal dwelling,1,25.0,Not applicable,3,Application denied by financial institution,3,"Charleston, North Charleston - SC",16700.0,South Carolina,SC,45.0,Charleston County,19.0,46.06,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Male,1,No co-applicant,5,79.0,Loan was not originated or was not sold in calendar year covered by register,0,Credit history,3.0,,,,,,Not a HOEPA loan,2,Not secured by a lien,3,,,,9264.0,16.719999313354492,68800.0,160.47000122070312,2573.0,3367.0,,0.7940541042938857
501,2017,36-4327855,Department of Housing and Urban Development,HUD,7,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,264.0,Preapproval was not requested,2,Loan originated,1,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Arapahoe County,5.0,67.06,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,84.0,Freddie Mac (FHLMC),3,,,,,,,,Not a HOEPA loan,2,Secured by a first lien,1,,,,5022.0,15.670000076293944,83900.0,155.82000732421875,1566.0,1677.0,,0.7940541042938857
502,2017,0000451965,Consumer Financial Protection Bureau,CFPB,9,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,423.0,Not applicable,3,Loan purchased by the institution,6,"Denver, Aurora, Lakewood - CO",19740.0,Colorado,CO,8.0,Jefferson County,59.0,120.26,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,,,,,No co-applicant,8,,,,,,,,,"Information not provided by applicant in mail, Internet, or telephone application",3,No co-applicant,5,206.0,Fannie Mae (FNMA),1,,,,,,,,Not a HOEPA loan,2,Not applicable,4,,,,3571.0,4.590000152587891,83900.0,102.11000061035156,1097.0,1687.0,,0.7940541042938857
503,2017,0000544652,Federal Reserve System,FRS,2,Conventional,1,One-to-four family dwelling (other than manufactured housing),1,Home purchase,1,Owner-occupied as a principal dwelling,1,76.0,Preapproval was not requested,2,Loan originated,1,Lincoln - NE,30700.0,Nebraska,NE,31.0,Lancaster County,109.0,25.0,Not Hispanic or Latino,2,No co-applicant,5,White,5,,,,,,,,,No co-applicant,8,,,,,,,,,Female,2,No co-applicant,5,39.0,Loan was not originated or was not sold in calendar year covered by register,0,,,,,,,3.91,Not a HOEPA loan,2,Secured by a first lien,1,,,,5669.0,9.210000038146973,72000.0,99.43000030517578,1912.0,2276.0,,0.7940541042938857
